,date,item
10846,2021-01-08T21:27:19.577Z,Function
10852,2021-01-08T20:20:54.244Z,Combine
10860,2021-01-08T20:16:32.981Z,Challenge
10861,2021-01-08T17:35:41.419Z,IntroExplainTasks
10862,2021-01-08T20:07:49.788Z,Challenge
10868,2021-01-08T18:33:43.712Z,Basic Commands
10871,2021-01-08T20:34:22.359Z,Challenge
10875,2021-01-08T19:58:41.084Z,Basic Commands
10899,2021-01-08T10:36:03.778Z,Function
10901,2021-01-08T18:42:42.782Z,PostSurvey
10906,2021-01-08T11:00:54.640Z,Function
10911,2021-01-08T20:21:08.808Z,Challenge
10914,2021-01-08T20:06:40.285Z,Challenge
10917,2021-01-08T21:48:46.951Z,Challenge
10918,2021-01-08T19:50:30.321Z,KarelCommandsMove
10920,2021-01-08T20:17:49.113Z,Challenge
10924,2021-01-08T21:29:00.835Z,Function
10926,2021-01-08T19:51:53.885Z,KarelCommandsMove
10939,2021-01-08T21:53:32.273Z,Challenge
10961,2021-01-08T20:32:26.848Z,Challenge
10962,2021-01-08T19:55:34.875Z,Repeat
10963,2021-01-08T20:00:38.331Z,Function
10964,2021-01-08T20:31:03.337Z,Challenge
10966,2021-01-08T21:48:53.055Z,Challenge
10977,2021-01-08T19:54:34.915Z,Repeat
10980,2021-01-08T20:03:30.128Z,Combine
10982,2021-01-08T18:36:07.636Z,Repeat
10996,2021-01-08T20:09:39.608Z,Challenge
11003,2021-01-08T10:47:34.394Z,Function
11016,2021-01-08T20:27:36.891Z,Challenge
11019,2021-01-08T18:37:15.828Z,Repeat
11025,2021-01-08T11:00:15.773Z,Function
11028,2021-01-08T20:15:27.003Z,Challenge
11030,2021-01-08T11:13:20.384Z,Basic Commands
11033,2021-01-08T21:50:14.868Z,Challenge
11038,2021-01-08T19:57:12.847Z,Function
11044,2021-01-08T20:10:21.913Z,Repeat
11056,2021-01-08T20:16:28.563Z,Challenge
11064,2021-01-08T20:12:22.572Z,Challenge
11075,2021-01-08T20:32:55.917Z,Challenge
11080,2021-01-08T20:28:08.285Z,Challenge
11102,2021-01-08T19:51:00.907Z,FirstProgram
11103,2021-01-08T19:57:57.670Z,Function
11114,2021-01-08T20:27:13.222Z,Challenge
11121,2021-01-08T20:02:37.714Z,Function
11131,2021-01-08T19:54:54.754Z,Basic Commands
11132,2021-01-08T10:23:32.799Z,Function
11141,2021-01-08T17:55:40.165Z,Basic Commands
11142,2021-01-08T20:09:27.689Z,Repeat
11144,2021-01-08T19:51:27.450Z,IntroExplainEditor
11150,2021-01-08T21:31:46.292Z,Repeat
11166,2021-01-08T10:36:15.403Z,Function
11170,2021-01-08T21:32:42.041Z,Repeat
11174,2021-01-08T20:21:09.825Z,Challenge
11178,2021-01-08T20:21:05.123Z,Combine
11179,2021-01-08T20:27:46.566Z,Challenge
11180,2021-01-08T19:19:00.218Z,FirstProgram
11181,2021-01-08T18:32:22.528Z,Challenge
11198,2021-01-08T20:06:11.978Z,Repeat
11202,2021-01-08T20:19:04.204Z,Combine
11212,2021-01-08T10:53:34.022Z,Function
11219,2021-01-08T20:17:56.008Z,Repeat
11221,2021-01-08T20:07:50.910Z,Challenge
11225,2021-01-08T20:36:49.021Z,Challenge
11230,2021-01-08T20:15:25.621Z,Challenge
11231,2021-01-08T20:28:04.793Z,Challenge
11249,2021-01-08T20:22:41.407Z,Combine
11252,2021-01-08T19:55:26.666Z,Repeat
11259,2021-01-08T18:09:01.834Z,MeetKarel
11260,2021-01-08T17:22:22.477Z,Function
11265,2021-01-08T19:58:23.705Z,Function
11266,2021-01-08T20:13:16.797Z,Challenge
11269,2021-01-08T17:45:30.942Z,Repeat
11270,2021-01-08T20:11:03.415Z,Repeat
11284,2021-01-08T19:53:03.944Z,Function
11288,2021-01-08T18:09:32.107Z,IntroExplainEditor
11291,2021-01-08T19:57:51.548Z,Function
11301,2021-01-08T18:30:14.545Z,PreIntro
11306,2021-01-08T19:56:02.364Z,Repeat
11319,2021-01-08T19:53:08.785Z,ModifyMoves
11326,2021-01-08T10:35:53.682Z,Function
11328,2021-01-08T18:33:15.676Z,Basic Commands
11332,2021-01-08T21:59:41.743Z,Challenge
11337,2021-01-08T20:22:46.935Z,Combine
11344,2021-01-08T19:51:40.354Z,Basic Commands
11346,2021-01-08T18:38:54.974Z,KarelCommandsPickStone
11351,2021-01-08T20:07:16.383Z,Challenge
11355,2021-01-08T20:31:43.679Z,Challenge
11363,2021-01-08T18:02:15.739Z,Repeat
11367,2021-01-08T20:15:21.481Z,Challenge
11373,2021-01-08T21:30:26.062Z,Repeat
11375,2021-01-08T19:51:58.658Z,KarelCommandsTurnLeft
11381,2021-01-08T19:59:10.287Z,Function
11392,2021-01-08T19:53:34.559Z,Repeat
11394,2021-01-08T20:21:02.661Z,Combine
11398,2021-01-08T20:15:39.725Z,Repeat
11400,2021-01-08T19:57:17.515Z,Function
11405,2021-01-08T11:03:31.728Z,Function
11411,2021-01-08T20:03:23.361Z,Challenge
11416,2021-01-08T11:03:49.380Z,Function
11421,2021-01-08T20:13:11.030Z,Repeat
11433,2021-01-08T18:37:15.848Z,Repeat
11435,2021-01-08T20:04:40.133Z,Combine
11443,2021-01-08T20:03:20.086Z,Challenge
11452,2021-01-08T20:21:29.966Z,Challenge
11454,2021-01-08T20:11:35.225Z,Repeat
11455,2021-01-08T20:11:15.682Z,Challenge
11458,2021-01-08T18:09:02.280Z,KarelCommandsTurnLeft
11460,2021-01-08T20:02:35.514Z,Function
11465,2021-01-08T11:14:04.113Z,Basic Commands
11467,2021-01-08T10:35:55.769Z,Function
11471,2021-01-08T20:10:09.690Z,Repeat
11480,2021-01-08T20:24:09.131Z,Challenge
11501,2021-01-08T19:58:08.465Z,Function
11502,2021-01-08T20:09:30.849Z,Repeat
11505,2021-01-08T18:38:56.998Z,IntroExplainTasks
11509,2021-01-08T16:36:44.572Z,Function
11513,2021-01-08T20:10:18.569Z,Repeat
11517,2021-01-08T20:06:03.083Z,Challenge
11523,2021-01-08T18:32:33.683Z,KarelCommandsMove
11527,2021-01-08T20:27:04.795Z,Challenge
11536,2021-01-08T17:45:26.189Z,Function
11544,2021-01-08T20:15:56.243Z,Repeat
11562,2021-01-08T20:31:17.464Z,Challenge
11564,2021-01-08T11:03:33.151Z,Function
11584,2021-01-08T20:02:38.827Z,Challenge
11586,2021-01-08T20:10:45.469Z,Challenge
11601,2021-01-08T20:32:28.910Z,Challenge
11602,2021-01-08T20:10:32.260Z,Challenge
11609,2021-01-08T20:15:21.498Z,Challenge
11616,2021-01-08T20:11:22.854Z,Challenge
11632,2021-01-08T20:14:01.349Z,Challenge
11634,2021-01-08T20:09:20.655Z,Repeat
11637,2021-01-08T18:35:55.606Z,Repeat
11639,2021-01-08T20:13:35.751Z,Repeat
11643,2021-01-08T21:15:05.510Z,MeetKarel
11646,2021-01-08T10:52:17.533Z,Function
11656,2021-01-08T20:03:30.764Z,Challenge
11664,2021-01-08T20:14:55.914Z,Challenge
11673,2021-01-08T20:32:17.534Z,Challenge
11679,2021-01-08T20:07:28.715Z,Challenge
11687,2021-01-08T20:14:51.438Z,Challenge
11692,2021-01-08T20:29:24.626Z,Challenge
11701,2021-01-08T11:03:33.208Z,Function
11702,2021-01-08T20:36:56.664Z,Challenge
11703,2021-01-08T19:59:28.861Z,Function
11704,2021-01-08T19:33:40.931Z,Basic Commands
11705,2021-01-08T16:36:59.977Z,Function
11726,2021-01-08T20:07:48.160Z,Challenge
11727,2021-01-08T19:53:58.498Z,Repeat
11730,2021-01-08T21:29:00.295Z,Function
11733,2021-01-08T20:07:51.977Z,Challenge
11735,2021-01-08T19:52:06.460Z,KarelCommandsPlaceStone
11743,2021-01-08T18:37:46.545Z,Combine
11749,2021-01-08T10:53:18.095Z,Function
11750,2021-01-08T20:11:49.370Z,Repeat
11758,2021-01-08T20:22:02.572Z,Challenge
11763,2021-01-08T20:28:02.101Z,Challenge
11768,2021-01-08T19:51:41.324Z,Basic Commands
11777,2021-01-08T20:31:56.591Z,Challenge
11778,2021-01-08T20:14:56.562Z,Challenge
11779,2021-01-08T19:19:03.230Z,ModifyMoves
11782,2021-01-08T21:57:30.687Z,Challenge
11783,2021-01-08T18:15:13.063Z,Basic Commands
11787,2021-01-08T20:11:50.826Z,Challenge
11790,2021-01-08T20:20:41.584Z,Challenge
11797,2021-01-08T20:03:07.345Z,Challenge
11805,2021-01-08T20:17:50.512Z,Challenge
11823,2021-01-08T20:38:05.752Z,Challenge
11828,2021-01-08T20:14:24.449Z,Challenge
11830,2021-01-08T20:03:48.429Z,Function
11840,2021-01-08T21:28:19.405Z,Function
11850,2021-01-08T20:03:08.722Z,Challenge
11857,2021-01-08T17:32:49.590Z,Combine
11858,2021-01-08T20:09:21.093Z,Challenge
11861,2021-01-08T18:38:10.401Z,Combine
11868,2021-01-08T20:21:10.913Z,Challenge
11869,2021-01-08T19:52:19.421Z,CommandsA
11870,2021-01-08T19:57:30.286Z,Basic Commands
11878,2021-01-08T21:32:42.034Z,Repeat
11886,2021-01-08T20:28:07.816Z,Challenge
11890,2021-01-08T20:12:50.813Z,Challenge
11895,2021-01-08T18:23:46.111Z,PreDone
11914,2021-01-08T17:29:19.159Z,Function
11922,2021-01-08T11:01:54.821Z,Function
11929,2021-01-08T20:17:52.816Z,Repeat
11933,2021-01-08T20:36:32.267Z,Challenge
11938,2021-01-08T20:33:27.622Z,Challenge
11944,2021-01-08T20:30:26.428Z,Challenge
11957,2021-01-08T20:07:17.172Z,Repeat
11960,2021-01-08T20:15:18.362Z,Challenge
11963,2021-01-08T17:44:50.992Z,Function
11971,2021-01-08T19:53:58.417Z,ModifyMoves
11976,2021-01-08T17:14:33.208Z,Function
11988,2021-01-08T20:03:10.351Z,Challenge
12016,2021-01-08T20:01:32.996Z,Function
12020,2021-01-08T19:56:22.689Z,Function
12021,2021-01-08T20:03:27.988Z,Function
12026,2021-01-08T19:54:28.747Z,Basic Commands
12066,2021-01-08T19:56:16.071Z,Function
12076,2021-01-08T20:00:48.363Z,Function
12087,2021-01-08T18:11:44.143Z,IntroExplainTasks
12092,2021-01-08T20:03:58.625Z,Combine
12096,2021-01-08T20:12:17.722Z,Challenge
12112,2021-01-08T19:56:59.314Z,Basic Commands
12113,2021-01-08T20:11:37.686Z,Repeat
12119,2021-01-08T20:04:11.179Z,dashboard
12122,2021-01-08T10:45:46.561Z,Function
12135,2021-01-08T21:56:21.487Z,Challenge
12138,2021-01-08T11:12:37.267Z,CommandsB
12146,2021-01-08T20:13:22.528Z,Challenge
12152,2021-01-08T21:31:34.371Z,Repeat
12159,2021-01-08T18:29:37.901Z,
12170,2021-01-08T11:22:47.033Z,Function
12174,2021-01-08T20:30:46.092Z,Challenge
12179,2021-01-08T20:35:14.331Z,Challenge
12190,2021-01-08T19:57:09.430Z,Basic Commands
12193,2021-01-08T19:19:03.237Z,ModifyMoves
12195,2021-01-08T20:03:31.114Z,Combine
12203,2021-01-08T16:33:35.753Z,Function
12207,2021-01-08T20:11:38.867Z,Challenge
12211,2021-01-08T20:03:21.459Z,Challenge
12218,2021-01-08T20:12:13.664Z,Challenge
12225,2021-01-08T21:53:44.924Z,Challenge
12228,2021-01-08T20:15:35.895Z,Challenge
12231,2021-01-08T20:03:51.087Z,Combine
12238,2021-01-08T18:05:53.099Z,Repeat
12249,2021-01-08T20:15:18.358Z,Challenge
12265,2021-01-08T18:30:30.824Z,Basic Commands
12276,2021-01-08T18:09:30.903Z,IntroExplainEditor
12277,2021-01-08T17:35:37.949Z,KarelCommandsTurnLeft
12288,2021-01-08T20:14:08.256Z,Challenge
12293,2021-01-08T19:56:24.565Z,FirstProgram
12309,2021-01-08T21:50:25.936Z,Challenge
12313,2021-01-08T19:55:34.132Z,Repeat
12324,2021-01-08T19:18:29.084Z,MeetKarel
12335,2021-01-08T20:04:50.025Z,Challenge
12336,2021-01-08T20:03:20.715Z,Challenge
12342,2021-01-08T17:46:02.191Z,Repeat
12349,2021-01-08T18:35:47.418Z,Repeat
12350,2021-01-08T21:30:36.579Z,Repeat
12351,2021-01-08T20:02:40.443Z,Function
12355,2021-01-08T17:35:59.274Z,ModifyMoves
12356,2021-01-08T19:58:39.703Z,Basic Commands
12357,2021-01-08T20:15:37.124Z,Challenge
12372,2021-01-08T19:54:12.751Z,Repeat
12377,2021-01-08T20:17:50.356Z,Repeat
12387,2021-01-08T21:57:30.667Z,Challenge
12389,2021-01-08T20:17:26.615Z,Repeat
12390,2021-01-08T18:04:10.131Z,Repeat
12391,2021-01-08T20:05:51.797Z,Challenge
12407,2021-01-08T20:01:47.405Z,Repeat
12412,2021-01-08T20:19:34.413Z,Challenge
12415,2021-01-08T21:30:07.982Z,Repeat
12418,2021-01-08T20:11:49.760Z,Challenge
12420,2021-01-08T20:07:16.427Z,Challenge
12424,2021-01-08T16:34:04.438Z,FirstProgram
12430,2021-01-08T20:17:51.888Z,Challenge
12433,2021-01-08T20:32:34.490Z,Challenge
12436,2021-01-08T18:31:31.607Z,IntroExplainEditor
12438,2021-01-08T21:56:48.960Z,Challenge
12439,2021-01-08T10:54:39.774Z,Function
12441,2021-01-08T17:37:28.921Z,
12445,2021-01-08T21:49:13.748Z,Challenge
12456,2021-01-08T20:12:30.578Z,Challenge
12457,2021-01-08T19:53:38.145Z,Repeat
12459,2021-01-08T20:20:45.884Z,Challenge
12461,2021-01-08T19:53:53.112Z,Repeat
12470,2021-01-08T21:49:00.567Z,Challenge
12481,2021-01-08T20:14:15.403Z,Challenge
12483,2021-01-08T18:10:15.138Z,PreDone
12490,2021-01-08T20:06:49.127Z,Challenge
12493,2021-01-08T20:27:07.923Z,Challenge
12508,2021-01-08T21:25:03.931Z,ModifyMoves
12514,2021-01-08T21:30:36.581Z,Repeat
12525,2021-01-08T19:48:03.361Z,dashboard
12527,2021-01-08T20:31:52.971Z,Challenge
12530,2021-01-08T21:48:51.800Z,Challenge
12533,2021-01-08T18:13:08.230Z,dashboard
12545,2021-01-08T20:28:16.579Z,Challenge
12547,2021-01-08T18:29:45.731Z,PreIntro
12548,2021-01-08T20:27:46.445Z,Challenge
12555,2021-01-08T19:50:37.241Z,KarelCommandsPlaceStone
12561,2021-01-08T10:52:38.392Z,Function
12562,2021-01-08T20:10:42.591Z,Challenge
12563,2021-01-08T21:30:36.576Z,Repeat
12567,2021-01-08T20:11:50.822Z,Challenge
12568,2021-01-08T19:57:43.481Z,Basic Commands
12569,2021-01-08T20:12:34.828Z,Repeat
12580,2021-01-08T20:18:59.245Z,Challenge
12589,2021-01-08T18:41:12.361Z,Combine
12597,2021-01-08T19:55:21.844Z,Basic Commands
12602,2021-01-08T19:56:36.600Z,Repeat
12605,2021-01-08T18:13:12.210Z,KarelCommandsPickStone
12611,2021-01-08T20:13:13.451Z,Challenge
12621,2021-01-08T10:54:29.826Z,Function
12622,2021-01-08T10:53:59.682Z,Function
12624,2021-01-08T20:17:23.582Z,Repeat
12653,2021-01-08T20:21:47.636Z,Combine
12663,2021-01-08T19:33:37.072Z,Basic Commands
12672,2021-01-08T20:36:27.250Z,Challenge
12674,2021-01-08T21:49:28.372Z,Challenge
12676,2021-01-08T19:55:04.950Z,Repeat
12679,2021-01-08T20:27:28.624Z,Challenge
12681,2021-01-08T20:27:07.908Z,Challenge
12682,2021-01-08T20:05:50.256Z,Challenge
12687,2021-01-08T21:59:47.524Z,Challenge
12694,2021-01-08T20:18:45.906Z,Combine
12722,2021-01-08T19:56:45.511Z,Function
12726,2021-01-08T20:12:25.709Z,Challenge
12735,2021-01-08T21:53:29.395Z,Challenge
12737,2021-01-08T20:27:40.727Z,Challenge
12739,2021-01-08T19:51:42.924Z,Basic Commands
12746,2021-01-08T17:36:37.403Z,Function
12758,2021-01-08T10:23:30.355Z,Function
12760,2021-01-08T20:14:25.459Z,Challenge
12763,2021-01-08T20:02:53.482Z,Challenge
12765,2021-01-08T20:04:20.451Z,Combine
12793,2021-01-08T10:51:31.085Z,Function
12799,2021-01-08T18:23:46.560Z,IntroExplainTasks
12805,2021-01-08T18:09:03.314Z,CommandsA
12806,2021-01-08T19:34:21.837Z,Repeat
12808,2021-01-08T18:35:36.509Z,Repeat
12810,2021-01-08T20:21:17.935Z,Challenge
12814,2021-01-08T18:06:00.270Z,Basic Commands
12816,2021-01-08T21:28:07.925Z,Function
12822,2021-01-08T19:55:15.342Z,Basic Commands
12828,2021-01-08T20:03:22.829Z,Challenge
12830,2021-01-08T21:25:05.544Z,ModifyMoves
12833,2021-01-08T20:10:38.244Z,Challenge
12836,2021-01-08T19:53:10.552Z,ModifyMoves
12847,2021-01-08T17:36:08.308Z,Basic Commands
12852,2021-01-08T21:33:04.251Z,Repeat
12859,2021-01-08T11:23:19.083Z,Function
12862,2021-01-08T16:36:31.031Z,Function
12863,2021-01-08T20:31:42.170Z,Challenge
12868,2021-01-08T20:32:31.877Z,Challenge
12879,2021-01-08T22:01:46.814Z,Challenge
12890,2021-01-08T21:28:18.652Z,Function
12896,2021-01-08T18:32:55.778Z,CommandsB
12903,2021-01-08T20:02:45.120Z,Challenge
12904,2021-01-08T20:26:38.469Z,Challenge
12908,2021-01-08T11:01:05.589Z,Function
12914,2021-01-08T20:03:19.210Z,Challenge
12920,2021-01-08T19:55:05.827Z,Basic Commands
12921,2021-01-08T20:09:46.340Z,Challenge
12925,2021-01-08T20:18:00.337Z,Challenge
12927,2021-01-08T21:30:26.727Z,Repeat
12931,2021-01-08T18:27:16.528Z,
12932,2021-01-08T20:00:48.204Z,Repeat
12933,2021-01-08T20:11:17.772Z,Challenge
12934,2021-01-08T10:23:26.656Z,Function
12941,2021-01-08T20:27:52.241Z,Challenge
12946,2021-01-08T21:31:34.365Z,Repeat
12949,2021-01-08T20:32:56.183Z,Challenge
12954,2021-01-08T20:29:15.027Z,Challenge
12956,2021-01-08T20:00:00.819Z,Repeat
12964,2021-01-08T20:36:20.842Z,Challenge
12996,2021-01-08T20:09:39.254Z,Repeat
12998,2021-01-08T20:03:32.812Z,Function
13010,2021-01-08T20:19:15.599Z,Combine
13014,2021-01-08T21:56:41.610Z,Challenge
13016,2021-01-08T20:02:45.128Z,Challenge
13019,2021-01-08T18:31:17.846Z,dashboard
13022,2021-01-08T20:16:29.492Z,Repeat
13036,2021-01-08T20:03:20.698Z,Challenge
13044,2021-01-08T11:22:53.012Z,Function
13048,2021-01-08T17:45:25.209Z,Combine
13050,2021-01-08T10:54:30.818Z,Function
13058,2021-01-08T19:58:53.552Z,Combine
13062,2021-01-08T20:10:38.241Z,Challenge
13064,2021-01-08T20:18:11.977Z,Challenge
13066,2021-01-08T19:55:06.797Z,Basic Commands
13068,2021-01-08T19:56:01.834Z,Repeat
13070,2021-01-08T21:59:20.120Z,Challenge
13090,2021-01-08T20:04:41.865Z,Repeat
13094,2021-01-08T17:35:58.451Z,ModifyMoves
13102,2021-01-08T19:58:00.870Z,Basic Commands
13105,2021-01-08T21:25:17.790Z,IntroExplainTasks
13108,2021-01-08T21:56:48.956Z,Challenge
13113,2021-01-08T19:32:06.873Z,KarelCommandsMove
13122,2021-01-08T19:57:28.117Z,Combine
13123,2021-01-08T19:57:51.373Z,Function
13133,2021-01-08T18:33:33.601Z,Basic Commands
13145,2021-01-08T20:10:42.594Z,Challenge
13147,2021-01-08T21:29:36.744Z,Repeat
13150,2021-01-08T20:27:08.066Z,Challenge
13157,2021-01-08T20:31:40.684Z,Challenge
13165,2021-01-08T20:15:27.008Z,Challenge
13166,2021-01-08T20:29:17.943Z,Challenge
13168,2021-01-08T20:27:36.152Z,Challenge
13169,2021-01-08T20:01:07.941Z,Challenge
13171,2021-01-08T21:29:50.270Z,Repeat
13173,2021-01-08T21:32:29.156Z,Repeat
13178,2021-01-08T20:02:58.815Z,Challenge
13180,2021-01-08T19:57:48.858Z,Combine
13181,2021-01-08T21:23:12.317Z,KarelCommandsPlaceStone
13187,2021-01-08T21:48:41.695Z,Challenge
13188,2021-01-08T20:00:10.058Z,Function
13200,2021-01-08T11:00:52.363Z,Function
13207,2021-01-08T19:47:40.639Z,ModifyMoves
13213,2021-01-08T22:00:14.230Z,Challenge
13223,2021-01-08T19:52:01.145Z,Basic Commands
13224,2021-01-08T20:27:40.763Z,Challenge
13229,2021-01-08T20:07:50.899Z,Challenge
13230,2021-01-08T20:13:22.967Z,Challenge
13235,2021-01-08T20:03:23.396Z,Challenge
13241,2021-01-08T17:45:29.762Z,Function
13249,2021-01-08T21:50:41.233Z,Challenge
13250,2021-01-08T19:58:03.491Z,Basic Commands
13252,2021-01-08T20:15:31.476Z,Challenge
13261,2021-01-08T20:27:37.045Z,Challenge
13268,2021-01-08T20:06:06.930Z,Challenge
13270,2021-01-08T20:11:50.237Z,Challenge
13277,2021-01-08T11:02:10.670Z,Function
13278,2021-01-08T17:32:06.830Z,Function
13294,2021-01-08T20:18:23.769Z,Combine
13296,2021-01-08T20:09:47.108Z,Challenge
13308,2021-01-08T20:12:30.573Z,Challenge
13314,2021-01-08T18:41:13.939Z,Combine
13318,2021-01-08T20:07:44.528Z,Repeat
13320,2021-01-08T11:02:13.157Z,Function
13326,2021-01-08T17:36:28.819Z,Function
13331,2021-01-08T19:53:41.088Z,IntroExplainEditor
13335,2021-01-08T18:09:04.073Z,FirstProgram
13336,2021-01-08T19:52:43.768Z,FirstProgram
13342,2021-01-08T20:02:53.454Z,Challenge
13354,2021-01-08T20:03:10.341Z,Challenge
13369,2021-01-08T17:15:29.777Z,Function
13371,2021-01-08T21:56:21.484Z,Challenge
13373,2021-01-08T20:27:48.777Z,Challenge
13374,2021-01-08T19:52:52.407Z,ModifyMoves
13379,2021-01-08T19:19:29.464Z,Basic Commands
13381,2021-01-08T20:06:40.255Z,Challenge
13382,2021-01-08T20:11:42.131Z,Challenge
13383,2021-01-08T18:32:35.639Z,KarelCommandsPickStone
13385,2021-01-08T21:50:02.819Z,Challenge
13400,2021-01-08T18:02:45.759Z,Repeat
13401,2021-01-08T17:35:37.653Z,MeetKarel
13408,2021-01-08T18:18:05.203Z,dashboard
13410,2021-01-08T18:39:00.636Z,Combine
13414,2021-01-08T20:15:32.775Z,Challenge
13415,2021-01-08T18:34:12.389Z,Repeat
13428,2021-01-08T19:56:12.572Z,Function
13434,2021-01-08T19:19:07.724Z,ModifyMoves
13439,2021-01-08T20:10:37.448Z,Challenge
13443,2021-01-08T20:21:44.642Z,Combine
13447,2021-01-08T19:53:47.741Z,Repeat
13453,2021-01-08T18:13:11.755Z,MeetKarel
13455,2021-01-08T20:14:56.577Z,Challenge
13460,2021-01-08T19:53:16.196Z,ModifyMoves
13462,2021-01-08T20:10:27.956Z,Challenge
13468,2021-01-08T17:44:13.317Z,ModifyMoves
13473,2021-01-08T10:45:35.382Z,Function
13477,2021-01-08T19:54:42.577Z,Basic Commands
13485,2021-01-08T20:07:50.085Z,Challenge
13486,2021-01-08T17:15:08.401Z,Function
13492,2021-01-08T21:32:45.441Z,Repeat
13495,2021-01-08T19:53:38.161Z,Repeat
13498,2021-01-08T20:00:55.362Z,Challenge
13503,2021-01-08T20:14:55.953Z,Challenge
13516,2021-01-08T18:02:04.511Z,Repeat
13517,2021-01-08T18:30:26.722Z,Basic Commands
13526,2021-01-08T20:15:32.759Z,Challenge
13552,2021-01-08T19:56:36.038Z,ModifyMoves
13558,2021-01-08T19:57:58.639Z,Basic Commands
13564,2021-01-08T20:00:41.027Z,Challenge
13577,2021-01-08T20:31:15.549Z,Challenge
13594,2021-01-08T20:19:47.894Z,Combine
13597,2021-01-08T16:28:47.465Z,Function
13599,2021-01-08T20:00:26.541Z,Repeat
13600,2021-01-08T20:09:32.486Z,Challenge
13618,2021-01-08T19:56:12.598Z,Function
13622,2021-01-08T20:03:24.454Z,Challenge
13624,2021-01-08T17:36:26.771Z,Function
13625,2021-01-08T20:07:45.609Z,Challenge
13635,2021-01-08T20:33:55.777Z,Challenge
13636,2021-01-08T20:19:53.582Z,Challenge
13644,2021-01-08T20:23:00.448Z,Combine
13646,2021-01-08T20:32:23.246Z,Challenge
13651,2021-01-08T17:35:54.893Z,IntroExplainTasks
13671,2021-01-08T20:32:19.019Z,Challenge
13675,2021-01-08T20:33:15.402Z,Challenge
13677,2021-01-08T21:31:13.491Z,Repeat
13684,2021-01-08T19:53:12.268Z,ModifyMoves
13696,2021-01-08T20:07:10.772Z,Challenge
13704,2021-01-08T18:10:09.341Z,
13721,2021-01-08T20:03:27.205Z,Function
13722,2021-01-08T21:28:15.210Z,Function
13736,2021-01-08T20:06:40.268Z,Challenge
13739,2021-01-08T18:41:13.946Z,Combine
13757,2021-01-08T20:32:57.527Z,Challenge
13764,2021-01-08T20:21:10.713Z,Combine
13774,2021-01-08T21:28:07.936Z,Function
13780,2021-01-08T20:32:16.131Z,Challenge
13782,2021-01-08T18:02:08.189Z,Repeat
13789,2021-01-08T20:37:49.778Z,Challenge
13798,2021-01-08T20:27:40.775Z,Challenge
13806,2021-01-08T18:37:22.974Z,Repeat
13808,2021-01-08T20:16:45.796Z,Challenge
13811,2021-01-08T20:07:53.185Z,Challenge
13820,2021-01-08T10:23:37.515Z,Function
13823,2021-01-08T20:04:01.463Z,Combine
13825,2021-01-08T18:36:38.128Z,Repeat
13831,2021-01-08T20:11:31.301Z,Repeat
13836,2021-01-08T18:09:03.635Z,CommandsB
13845,2021-01-08T10:54:29.750Z,Function
13849,2021-01-08T20:27:24.323Z,Challenge
13873,2021-01-08T19:56:03.026Z,Repeat
13877,2021-01-08T20:32:00.697Z,Challenge
13890,2021-01-08T19:52:19.576Z,Function
13892,2021-01-08T20:14:25.466Z,Challenge
13902,2021-01-08T20:20:46.105Z,Combine
13907,2021-01-08T20:26:24.103Z,Challenge
13912,2021-01-08T11:00:14.623Z,Function
13913,2021-01-08T20:30:52.031Z,Challenge
13918,2021-01-08T21:56:45.642Z,Challenge
13922,2021-01-08T20:03:31.614Z,Combine
13929,2021-01-08T17:44:56.081Z,Function
13952,2021-01-08T21:59:12.177Z,Challenge
13954,2021-01-08T20:01:21.306Z,Challenge
13959,2021-01-08T18:03:03.338Z,Repeat
13960,2021-01-08T20:32:10.074Z,Challenge
13969,2021-01-08T20:23:02.235Z,Challenge
13970,2021-01-08T11:03:42.102Z,Function
13971,2021-01-08T19:56:20.594Z,Function
13987,2021-01-08T20:03:10.355Z,Challenge
13988,2021-01-08T20:15:27.624Z,Challenge
13991,2021-01-08T20:22:32.705Z,Combine
13995,2021-01-08T20:07:46.545Z,Challenge
14005,2021-01-08T18:35:55.594Z,Repeat
14010,2021-01-08T21:52:44.766Z,Challenge
14011,2021-01-08T19:53:13.615Z,Function
14019,2021-01-08T20:19:25.307Z,Challenge
14041,2021-01-08T20:03:14.743Z,Challenge
14051,2021-01-08T22:01:54.402Z,Challenge
14062,2021-01-08T20:14:26.124Z,Challenge
14070,2021-01-08T19:54:04.278Z,ModifyMoves
14071,2021-01-08T20:13:22.507Z,Challenge
14073,2021-01-08T18:36:41.621Z,Repeat
14078,2021-01-08T19:58:50.070Z,Combine
14083,2021-01-08T20:32:58.249Z,Challenge
14084,2021-01-08T17:32:35.529Z,Repeat
14090,2021-01-08T18:14:57.709Z,Basic Commands
14099,2021-01-08T20:02:45.126Z,Challenge
14100,2021-01-08T20:15:18.367Z,Challenge
14138,2021-01-08T20:31:15.542Z,Challenge
14143,2021-01-08T20:14:59.892Z,Challenge
14146,2021-01-08T21:50:14.873Z,Challenge
14160,2021-01-08T20:00:37.789Z,Challenge
14163,2021-01-08T11:22:57.455Z,Function
14167,2021-01-08T19:50:52.597Z,CommandsB
14168,2021-01-08T20:22:16.895Z,Challenge
14174,2021-01-08T20:01:38.678Z,Function
14191,2021-01-08T10:36:15.373Z,Function
14196,2021-01-08T20:18:00.997Z,Challenge
14204,2021-01-08T19:59:56.102Z,Function
