,userId,data,date,type,currentView,item
13421,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">my name</field></block></xml>",2021-01-11T16:27:46.767Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
13437,47a8f09b-c74c-4d57-a382-9bdcca962df7,,2021-01-11T16:31:09.195Z,BUTTON_CLICK_reset,RepeatL3Dash5Bad,Combine
13452,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_turn_left""><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""karel_place_stone""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""332""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:29:58.748Z,BUTTON_CLICK_run,RepeatL2PlaceRow,Repeat
13494,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_turn_left""></block></statement></block></xml>",2021-01-11T16:33:43.436Z,UPDATE_CODE_move,Checker,Challenge
13737,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_turn_left""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation></block></next></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""182""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:28:25.230Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
13747,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_turn_left""><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""karel_place_stone""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""382""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:30:35.805Z,BUTTON_CLICK_run,RepeatL2PlaceRow,Repeat
13839,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_place_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn around""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn around""></mutation></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""201""><field name=""NAME"">turn around</field><statement name=""STACK""><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></statement></block></xml>",2021-01-11T16:26:23.931Z,BUTTON_CLICK_run,MethodsTurnAroundGood,Function
13868,47a8f09b-c74c-4d57-a382-9bdcca962df7,unsuccessful,2021-01-11T16:26:10.150Z,RUN_DONE,CommandsMLMR,Basic Commands
14199,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-11T16:25:45.601Z,BUTTON_CLICK_run,CommandsMLMR,Basic Commands
14227,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""151""><field name=""NAME"">my name</field></block></xml>",2021-01-11T16:27:57.984Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
14429,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-11T16:26:13.544Z,UPDATE_CODE_move,CommandsMLMR,Basic Commands
14565,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_turn_left""><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""karel_place_stone""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""332""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:29:57.771Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
14575,47a8f09b-c74c-4d57-a382-9bdcca962df7,MethodsTurnAroundBad,2021-01-11T16:26:27.900Z,UPDATE_CURRENT_VIEW,MethodsTurnAroundGood,Function
14703,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""305""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:30.132Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
14786,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""255""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:23.807Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
14900,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-11T16:25:55.867Z,UPDATE_CODE_move,CommandsMLMR,Basic Commands
15080,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-11T16:25:43.970Z,UPDATE_CODE_move,CommandsMLMR,Basic Commands
15086,47a8f09b-c74c-4d57-a382-9bdcca962df7,ModifyMoves,2021-01-11T16:25:02.233Z,PRE_ITEM_COMPLETE,ModifyMoves,ModifyMoves
15225,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_move""></block></next></block></statement></block></xml>",2021-01-11T16:25:34.605Z,UPDATE_CODE_move,CommandsMLMR,Basic Commands
15229,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""controls_repeat_ext"" deletable=""false"" movable=""false"" editable=""false""><value name=""TIMES""><shadow type=""math_number"" editable=""false""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""pickup square""></mutation><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""move to next square""></mutation></block></next></block></statement></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""228""><field name=""NAME"">pickup square</field><statement name=""STACK""><block type=""controls_repeat_ext"" deletable=""false"" movable=""false"" editable=""false""><value name=""TIMES""><shadow type=""math_number"" editable=""false""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""pickup 9""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""416""><field name=""NAME"">pickup 9</field><statement name=""STACK""><block type=""controls_repeat_ext"" deletable=""false"" movable=""false"" editable=""false""><value name=""TIMES""><shadow type=""math_number"" editable=""false""><field name=""NUM"">9</field></shadow></value><statement name=""DO""><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""554""><field name=""NAME"">move to next square</field><statement name=""STACK""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-11T16:33:32.703Z,UPDATE_CODE_move,DiamondGood,Challenge
15358,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">my name</field></block></xml>",2021-01-11T16:31:23.523Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
15381,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_turn_left""><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""karel_place_stone""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""382""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:30:33.743Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
15579,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""></block></next></block></next></block></next></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""232""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:28:36.479Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
16506,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""karel_place_stone""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""332""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:29:54.004Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
16518,47a8f09b-c74c-4d57-a382-9bdcca962df7,unsuccessful,2021-01-11T16:30:26.403Z,RUN_DONE,RepeatL2PlaceRow,Repeat
16535,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""105""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:08.837Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
16827,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-11T16:25:50.928Z,UPDATE_CODE_delete,CommandsMLMR,Basic Commands
16843,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">my name</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><next><block type=""karel_place_stone""></block></next></block></statement></block><block type=""karel_place_stone"" x=""46"" y=""193""></block></xml>",2021-01-11T16:31:45.834Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
16851,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""355""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:39.556Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
16914,47a8f09b-c74c-4d57-a382-9bdcca962df7,KarelCommandsMove,2021-01-11T16:24:11.718Z,PRE_ITEM_COMPLETE,KarelCommandsMove,KarelCommandsMove
16978,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""></block><block type=""karel_move"" disabled=""true"" deletable=""false"" movable=""false"" editable=""false"" x=""40"" y=""104""></block><block type=""karel_turn_left"" disabled=""true"" deletable=""false"" movable=""false"" editable=""false"" x=""46"" y=""156""><next><block type=""karel_turn_left"" disabled=""true"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" disabled=""true"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block><block type=""karel_move"" disabled=""true"" deletable=""false"" movable=""false"" editable=""false"" x=""34"" y=""290""></block><block type=""karel_turn_left"" disabled=""true"" deletable=""false"" movable=""false"" editable=""false"" x=""40"" y=""373""></block></xml>",2021-01-11T16:25:19.717Z,BUTTON_CLICK_run,CommandsHouseBad,Basic Commands
17120,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""tourner à droite""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""tourner à droite""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""376""><field name=""NAME"">turn right</field></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""456""><field name=""NAME"">tourner à droite</field><statement name=""STACK""><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:27:22.238Z,BUTTON_CLICK_run,RepeatL2StepUpBad,Repeat
17249,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""480""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:33:04.181Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
17298,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation></block></next></block></next></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""207""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:28:28.191Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
17414,47a8f09b-c74c-4d57-a382-9bdcca962df7,RepeatL3Corner9,2021-01-11T16:30:58.722Z,UPDATE_CURRENT_VIEW,dashboard,Combine
17663,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""controls_repeat_ext"" deletable=""false"" movable=""false"" editable=""false""><value name=""TIMES""><shadow type=""math_number"" editable=""false""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""controls_repeat_ext"" deletable=""false"" movable=""false"" editable=""false""><value name=""TIMES""><shadow type=""math_number"" editable=""false""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""controls_repeat_ext"" deletable=""false"" movable=""false"" editable=""false""><value name=""TIMES""><shadow type=""math_number"" editable=""false""><field name=""NUM"">9</field></shadow></value><statement name=""DO""><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""></block></statement><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></statement><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></next></block></next></block></statement></block></xml>",2021-01-11T16:33:36.131Z,BUTTON_CLICK_run,DiamondBad,Challenge
17679,47a8f09b-c74c-4d57-a382-9bdcca962df7,PreDone,2021-01-11T16:25:03.504Z,PRE_ITEM_COMPLETE,PreDone,PreDone
